Beseda;Pomen_ID;Razlaga;Originalni_Zgled;Poved
pred;2337;za izražanje prednosti pri razvrščanju, vrednotenju:;zmagala je Argentina pred Nizozemsko in Avstrijo;V napetem dvoboju je argentinska reprezentanca zmagala pred Nizozemsko in Avstrijo, kar ji je zagotovilo prvo mesto v skupini.
pred;2337;za izražanje prednosti pri razvrščanju, vrednotenju:;zmagala je Argentina pred Nizozemsko in Avstrijo;Na tekmi za naslov je Argentina slavila zmago, saj je bila pred Nizozemsko in Avstrijo že po prvem polčasu v vodstvu.
pred;2337;za izražanje prednosti pri razvrščanju, vrednotenju:;zmagala je Argentina pred Nizozemsko in Avstrijo;Z odlično igro je Argentina premagala tako Nizozemsko kot Avstrijo in se postavila pred njima v končnem razvrščanju.
pred;2337;za izražanje prednosti pri razvrščanju, vrednotenju:;pred vsem drugim je treba skrbeti za čisto okolje;Pred vsem drugim je treba najprej zagotoviti čisto okolje, saj brez njega ne moremo uživati v zdravem življenju.
pred;2337;za izražanje prednosti pri razvrščanju, vrednotenju:;pred vsem drugim je treba skrbeti za čisto okolje;Pred drugimi prioritetami je pomembno, da skrbimo za čisto okolje, ker je to temelj trajnostnega razvoja.
pred;2337;za izražanje prednosti pri razvrščanju, vrednotenju:;pred vsem drugim je treba skrbeti za čisto okolje;Pred vsemi drugimi dejavniki, ki vplivajo na kakovost življenja, je ohranjanje čistega okolja nujno potrebno.
pred;2337;za izražanje prednosti pri razvrščanju, vrednotenju:;pred vsem drugim je treba skrbeti za čisto okolje;Pred vsem drugim, kar bi lahko počeli, je nujno, da najprej poskrbimo za čisto okolje, saj le tako zagotovimo zdravo prihodnost.
pred;2337;za izražanje prednosti pri razvrščanju, vrednotenju:;pred vsem drugim je treba skrbeti za čisto okolje;Pred vsem ostalim je treba zagotoviti čisto okolje, saj je to temelj za zdravje ljudi in ohranjanje biotske raznovrstnosti.
pred;2338;za izražanje prehitevanja, večje uspešnosti:;v kmetijstvu je ta dežela pred drugimi;V kmetijstvu je ta država pred drugimi po pridelavi organske pšenice.
pred;2338;za izražanje prehitevanja, večje uspešnosti:;v kmetijstvu je ta dežela pred drugimi;Naša pokrajina je v zadnjih letih v kmetijstvu pred konkurenco, saj uvaja inovativne metode.
pred;2338;za izražanje prehitevanja, večje uspešnosti:;v kmetijstvu je ta dežela pred drugimi;Kmetijski kolektiv je bil že leta 2020 pred drugimi v uporabi pametnih namakalnih sistemov.
pred;2338;za izražanje prehitevanja, večje uspešnosti:;v kmetijstvu je ta dežela pred drugimi;Pričakujemo, da bo Slovenija v kmetijstvu pred EU povprečjem že do leta 2030.
pred;2338;za izražanje prehitevanja, večje uspešnosti:;v kmetijstvu je ta dežela pred drugimi;Kmetje iz tega območja se ponosijo, da so v kmetijstvu pred večino sosednjih držav.
pred;2338;za izražanje prehitevanja, večje uspešnosti:;v industrijski proizvodnji je Amerika pred Evropo;V industrijski proizvodnji je Amerika pred Evropo po številu avtomobilov z električnim pogonom.
pred;2338;za izražanje prehitevanja, večje uspešnosti:;v industrijski proizvodnji je Amerika pred Evropo;Ameriški tovarniški sektor je letos pred evropskim v izvozu visokotehnoloških komponent.
pred;2338;za izražanje prehitevanja, večje uspešnosti:;v industrijski proizvodnji je Amerika pred Evropo;Podjetje iz ZDA je v proizvodnji čipov že pred evropskimi tekmeci.
pred;2338;za izražanje prehitevanja, večje uspešnosti:;v industrijski proizvodnji je Amerika pred Evropo;Pričakujemo, da bo ameriška avtomobilska industrija pred Evropo tudi v naslednjem desetletju.
pred;2338;za izražanje prehitevanja, večje uspešnosti:;v industrijski proizvodnji je Amerika pred Evropo;Kljub izzivom je Amerika v industrijski proizvodnji ostala pred večino evropskih držav.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;položil je knjigo pred mater;Jaz sem previdno položil knjigo pred mamo, da jo bo lahko prebrala, ko se bo vrnila iz službe.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;položil je knjigo pred mater;Jaz sem previdno položil knjigo pred mamo, da jo bo lahko prebrala, ko se bo vrnila iz službe.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;položil je knjigo pred mater;S previdnostjo je položil knjigo pred mater, da bi jo lahko brala, ne da bi se je dotaknil.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;položil je knjigo pred mater;Jaz sem previdno položil knjigo pred mamo, da jo bo lahko prebrala, ko se bo vrnila z vrta.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;položil je knjigo pred mater;Položil je knjigo pred mamo, da jo bo lahko prebrala, preden gre v službo.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;stopiti predenj;Otroci so se ustavili, da bi stopili pred učitelja, ko je prišel v razred.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;stopiti predenj;Marko je hitro stopil pred avto, da bi preprečil nesrečo na križišču.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;stopiti predenj;Ko sem videl, da se je pes približal, sem stopil predenj, da ga odvrnem.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;stopiti predenj;Sosed je stopil pred hišo in pozdravil mimoidoče z roko.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;stopiti predenj;V trenutku, ko so bila vrata odprta, je Marta stopila prednje, da jih zapre.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;čevlje postavi pred vrata;Po prihodu v hišo sem čevlje postavil pred vrata, da se ne bi umazali.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;čevlje postavi pred vrata;Ko sem se pripravljal na sprehod, sem čevlje postavil pred vhod, da jih hitro najdem.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;čevlje postavi pred vrata;Pred vhodna vrata sem previdno postavil svoje čevlje, da se izognem umazaniji v notranjosti.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;čevlje postavi pred vrata;Po dežju je Luka čevlje postavil pred vhod, da se bodo posušili na soncu.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;čevlje postavi pred vrata;Jaz sem postavil čevlje pred vrata, da bi jih lahko hitro obul, ko sem prišel domov.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;gledati predse;Med vožnjo po avtocesti sem vozil in gledal pred sabo, da bi opazil morebitne ovire.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;gledati predse;Ko sem se učil plavati, sem učitelja naučil, da mora gledati pred sabo, da ohrani ravnotežje.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;gledati predse;Na vrhu hriba sem se ustavil, da sem lahko gledal pred sabo in užival v razgledu.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;gledati predse;Med tekmo je trener svetoval igralcem, naj gledajo pred sabo, da bodo bolje zaznali nasprotnika.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;gledati predse;Ko sem se pripravljal na predstavitev, sem se poglobil v misli in gledal pred sabo, kot da sem že na odru.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;poklicati pred mikrofon;Pred stopanjem na oder je glasbenik previdno premaknil roko pred mikrofon, da bi zajel zvok, ne da bi se ga neposredno dotaknil.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;poklicati pred mikrofon;Pred nastopom je pevka stopila pred mikrofon, da bi svoj glas usmerila proti občinstvu, ne da bi se ga dotaknila.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;poklicati pred mikrofon;Pred začetkom nastopa je pevka stopila pred mikrofon in z glasnim, čustvenim glasom napovedala svojo pesem.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;poklicati pred mikrofon;Pred mikrofonom sem se poklical, da bi jasno izrazil svoje misli.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;poklicati pred mikrofon;Pred mikrofonom sem se postavil in jasno izrekel svoje vprašanje.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;spremiti do pred hiše;Jaz sem s prijatelji spremenil stolice do pred hiše, da bodo lažje dostopne za otroke.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;spremiti do pred hiše;Po selitvi smo vse škatle spremenili do pred hiše, da bi jih lažje razpakirali.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;spremiti do pred hiše;Včeraj je naš sosed spremenil košaro do pred hiše, ker je želel, da jo pošlji pošto.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;spremiti do pred hiše;Mlada družina je odločila, da bo vrtno pohištvo spremenila do pred hiše, da bo bolj pregledno.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;spremiti do pred hiše;Ko je prišel hlad, sem se odločil, da bom pripomočke spremenil do pred hiše, da bodo zaščiteni.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;preproga za pred posteljo;V novi spalnici sem položil preprogo za pred posteljo, da bo udobno stopiti iz postelje.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;preproga za pred posteljo;Starejša gospa je kupila mehko preprogo za pred posteljo, da bi zmanjšala hrup pri vstajanju.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;preproga za pred posteljo;V hotelu so gostom ponudili preprogo za pred posteljo, ki je bila barvno usklajena s posteljnino.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;preproga za pred posteljo;Ko smo prenovili sobo, smo izbrali preprogo za pred posteljo iz naravne jute.
pred;2339;za izražanje premikanja, usmerjenosti k sprednji strani česa, ne da bi nastal neposreden dotik, ali dosege takega položaja:;preproga za pred posteljo;Po nakupu novega vzmetnice sem pod njo postavil preprogo za pred posteljo, da bi zaščitil podlago.
pred;2340;za izražanje prihodnjega, pričakovanega:;pred nami je svoboda;Pred nami se razprostira neskončna obala, ki vabi k odkrivanju.
pred;2340;za izražanje prihodnjega, pričakovanega:;pred nami je svoboda;Pred nami čaka nova priložnost, ki jo bomo skupaj izkoristili.
pred;2340;za izražanje prihodnjega, pričakovanega:;pred nami je svoboda;Pred nami je še veliko neodkritih poti, ki le čakajo, da jih prehodimo.
pred;2340;za izražanje prihodnjega, pričakovanega:;pred nami je svoboda;Pred nami je jutrišnji dan, poln obljub in svežih začetkov.
pred;2340;za izražanje prihodnjega, pričakovanega:;pred nami je svoboda;Pred nami leži skrivnost, ki jo bomo razvozlali s pogumom.
pred;2340;za izražanje prihodnjega, pričakovanega:;: ne obupuj, vse življenje imaš pred seboj;Ne dovoli, da te strah ustavi, saj imaš še veliko sanj pred seboj.
pred;2340;za izražanje prihodnjega, pričakovanega:;: ne obupuj, vse življenje imaš pred seboj;Ko se zjutraj pogledaš v ogledalo, vidiš svoje možnosti, ki so pred teboj.
pred;2340;za izražanje prihodnjega, pričakovanega:;: ne obupuj, vse življenje imaš pred seboj;Vztrajaj, ker je najboljši del tvoje poti še pred teboj.
pred;2340;za izražanje prihodnjega, pričakovanega:;: ne obupuj, vse življenje imaš pred seboj;Vse izzive bomo premagali, ko bomo zaupali, da je prihodnost pred nami, ne pred seboj.
pred;2340;za izražanje prihodnjega, pričakovanega:;: ne obupuj, vse življenje imaš pred seboj;Mladostni navdušenje nosiš v srcu, ker imaš življenje pred seboj.
pred;2340;za izražanje prihodnjega, pričakovanega:;lepa prihodnost je pred teboj;Vidiš, kako se obzorje spreminja – lepa prihodnost je pred teboj.
pred;2340;za izražanje prihodnjega, pričakovanega:;lepa prihodnost je pred teboj;Ne pozabi, da je vsak nov dan priložnost, ki ti stoji pred teboj.
pred;2340;za izražanje prihodnjega, pričakovanega:;lepa prihodnost je pred teboj;Ko se odločiš za študij, se ti odpira kariera, ki čaka pred teboj.
pred;2340;za izražanje prihodnjega, pričakovanega:;lepa prihodnost je pred teboj;V tvojem srcu že brenči upanje, ker je svetla prihodnost pred teboj.
pred;2340;za izražanje prihodnjega, pričakovanega:;lepa prihodnost je pred teboj;Pusti, da te vodijo sanje, ker je usoda, ki jo iščeš, prav pred teboj.
pred;2341;za izražanje pristojnosti, veljavnosti:;izjaviti pred pričami;Sodni zapisnik sem podpisal, ko sem izjavila pred pričami, da je bila nesreča posledica tehnične napake.
pred;2341;za izražanje pristojnosti, veljavnosti:;izjaviti pred pričami;Svetovalec je včeraj izjavil pred pričami, da je projekt v fazi zaključevanja in da so vsi roki izpolnjeni.
pred;2341;za izražanje pristojnosti, veljavnosti:;izjaviti pred pričami;Ko je direktor podal svojo izjavo pred pričami, je jasno poudaril, da je podjetje pripravljeno na nove regulativne izzive.
pred;2341;za izražanje pristojnosti, veljavnosti:;izjaviti pred pričami;Pričakovano je, da bo nov politik izjavila pred pripovedmi, da bo zakonske spremembe podprl z javnim razpravljanjem.
pred;2341;za izražanje pristojnosti, veljavnosti:;izjaviti pred pričami;V razpravi je strokovnjak izjavila pred pripovedmi, da so rezultati raziskave zanesljivi in da podpirajo predlagane ukrepe.
pred;2341;za izražanje pristojnosti, veljavnosti:;pred zakonom smo vsi enaki;Pred zakonom smo vsi enaki, zato mora vsak državljan spoštovati pravila, ki jih določa država.
pred;2341;za izražanje pristojnosti, veljavnosti:;pred zakonom smo vsi enaki;Ko smo vstopili v sodno dvorano, smo se spomnili, da pred zakonom smo vsi enaki, ne glede na naš socialni status.
pred;2341;za izražanje pristojnosti, veljavnosti:;pred zakonom smo vsi enaki;Učiteljica je učencem razložila, da pred zakonom smo vsi enaki in da se pravica ne sme razlikovati po spolu.
pred;2341;za izražanje pristojnosti, veljavnosti:;pred zakonom smo vsi enaki;Pri razpravi o davčnih olajšavah je bilo poudarjeno, da pred zakonom smo vsi enaki, zato so spremembe nujne za pravičnost.
pred;2341;za izražanje pristojnosti, veljavnosti:;pred zakonom smo vsi enaki;V javni razpravi je aktivistka trdila, da pred zakonom smo vsi enaki, kar je temelj demokratične družbe.
pred;2341;za izražanje pristojnosti, veljavnosti:;odgovornost pred ljudstvom, zgodovino;Njena odgovornost pred ljudstvom je bila, da ohrani spomin na preteklost in ga prenese na prihodnje generacije.
pred;2341;za izražanje pristojnosti, veljavnosti:;odgovornost pred ljudstvom, zgodovino;Kot urednik časopisa nosi odgovornost pred ljudstvom, da o informacijah poroča pošteno in natančno.
pred;2341;za izražanje pristojnosti, veljavnosti:;odgovornost pred ljudstvom, zgodovino;Moj dedek je čutil močno odgovornost pred ljudstvom in zgodovino, zato je zbiral stare dokumente za muzejske arhive.
pred;2341;za izražanje pristojnosti, veljavnosti:;odgovornost pred ljudstvom, zgodovino;Občinski župan je sprejel odločitev, ki nosi odgovornost pred ljudstvom in zgodovino mesta, saj bo vplivala na prihodnost prebivalcev.
pred;2341;za izražanje pristojnosti, veljavnosti:;odgovornost pred ljudstvom, zgodovino;Umetnik je v svojem delu izrazil odgovornost pred ljudstvom in zgodovino, da ne pozabimo na travme, ki so oblikovale našo identiteto.
pred;2342;za izražanje vira, izvora čustvovanja:;trepetati pred nesrečo;Ko sem zagledala temno meglo na obzorju, sem začela trepetati pred nesrečo, ki se je čez minuto izvila v temni soteski.
pred;2342;za izražanje vira, izvora čustvovanja:;trepetati pred nesrečo;Moj brat je med vožnjo po gorski cesti nenadoma začutil, da začne trepetati pred nesrečo, ki se mu je zdela neizogibna.
pred;2342;za izražanje vira, izvora čustvovanja:;trepetati pred nesrečo;Včeraj je mlada učiteljica med razlago o nevarnostih v laboratoriju začela trepetati pred nesrečo, ki jo je prišla izkusit.
pred;2342;za izražanje vira, izvora čustvovanja:;trepetati pred nesrečo;Sredi tihega večera sem opazil, da se je veter napajal, in listje je začelo trepetati pred nesrečo, ki je napovedala nevihto.
pred;2342;za izražanje vira, izvora čustvovanja:;trepetati pred nesrečo;Starejša gospa je med čakanjem v čakalnici začela trepetati pred nesrečo, ki jo je pričakovala v prihodnjem tednu.
pred;2342;za izražanje vira, izvora čustvovanja:;groza me je pred teboj;Ko sem vstopil v temno sobo, me je groza zajela pred teboj, ki si jo tičal s svojimi temnimi mislimi.
pred;2342;za izražanje vira, izvora čustvovanja:;groza me je pred teboj;Njen glas je odmeval po praznih hodnikih in groza me je prevzela pred teboj, ko sem zagledal tvoje sence na steni.
pred;2342;za izražanje vira, izvora čustvovanja:;groza me je pred teboj;Po tem, ko sem prebral tvoje sporočilo, je groza me bila pred teboj, saj si razkril skrite resnice, ki so me pretresle.
pred;2342;za izražanje vira, izvora čustvovanja:;groza me je pred teboj;V trenutku, ko sem slišal tvoje šepetanje, me je groza preplavila pred teboj in se je razširila po celotnem telesu.
pred;2342;za izražanje vira, izvora čustvovanja:;groza me je pred teboj;Ko sem se spomnil na staro legendo, je groza me napolnila pred teboj, ki si jo s tem napisal v svoj dnevnik.
pred;2342;za izražanje vira, izvora čustvovanja:;čutiti, imeti spoštovanje pred kom;Ob spoznanju, da je tvoja predanost projektu neomajna, čutim globoko spoštovanje pred kom, ki ne odneha pred izzivi.
pred;2342;za izražanje vira, izvora čustvovanja:;čutiti, imeti spoštovanje pred kom;Ko sem opazoval, kako starš skrbno neguje svojega otroka, sem začutil spoštovanje pred kom, ki daje vse od sebe brez pričakovanj.
pred;2342;za izražanje vira, izvora čustvovanja:;čutiti, imeti spoštovanje pred kom;Po tem, ko sem slišal tvojo govorno predstavo, sem občutil spoštovanje pred kom, ki lahko z besedami premika srca ljudi.
pred;2342;za izražanje vira, izvora čustvovanja:;čutiti, imeti spoštovanje pred kom;Ko sem vstopil v galerijo in videl tvoje slike, sem začutil spoštovanje pred kom, ki s črto in barvo izraža najgloblje čustvo.
pred;2342;za izražanje vira, izvora čustvovanja:;čutiti, imeti spoštovanje pred kom;Po tem, ko sem se učil od tvojega mentorja, sem čutil spoštovanje pred njim, saj ne le poučuje, temveč tudi navdihuje.
pred;2343;za izražanje vzroka, zaradi katerega nastopi konec delovanja, prizadevanja:;kapitulirati pred močnejšim sovražnikom;Po dolgem boju je končno moral kapitulirati pred močnejšim sovražnikom.
pred;2343;za izražanje vzroka, zaradi katerega nastopi konec delovanja, prizadevanja:;kapitulirati pred močnejšim sovražnikom;Vojaki so se odločili kapitulirati pred močnejšim sovražnikom, da bi preprečili večje izgube.
pred;2343;za izražanje vzroka, zaradi katerega nastopi konec delovanja, prizadevanja:;kapitulirati pred močnejšim sovražnikom;Čeprav je bil izziv velik, sem se moral podrediti in kapitulirati pred močnejšim sovražnikom.
pred;2343;za izražanje vzroka, zaradi katerega nastopi konec delovanja, prizadevanja:;kapitulirati pred močnejšim sovražnikom;Mlad komandant bo kapituliral pred močnejšim sovražnikom, če ne bo prejel okrepljenega.
pred;2343;za izražanje vzroka, zaradi katerega nastopi konec delovanja, prizadevanja:;kapitulirati pred močnejšim sovražnikom;Kapitulirati pred močnejšim sovražnikom je bila edina možnost po prelomni bitki.
pred;2343;za izražanje vzroka, zaradi katerega nastopi konec delovanja, prizadevanja:;kapitulacija pred napori;Njegova kapitulacija pred napori nasprotne stranke je presenetila vse.
pred;2343;za izražanje vzroka, zaradi katerega nastopi konec delovanja, prizadevanja:;kapitulacija pred napori;Ko so se napori vodje izkazali za neuspešne, je prišla kapitulacija pred napori.
pred;2343;za izražanje vzroka, zaradi katerega nastopi konec delovanja, prizadevanja:;kapitulacija pred napori;Kapitulacija pred napori je bila neizogibna, ker smo se preveč utrujali.
pred;2343;za izražanje vzroka, zaradi katerega nastopi konec delovanja, prizadevanja:;kapitulacija pred napori;Čeprav smo se trudili, je končna kapitulacija pred napori neizogibna.
pred;2343;za izražanje vzroka, zaradi katerega nastopi konec delovanja, prizadevanja:;kapitulacija pred napori;Po tednih naporov je prišla kapitulacija pred napori, ki je končala projekt.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;Župančič se je rodil pred sto leti;Moj dedek je v času druge svetovne vojne umrl pred sto leti.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;Župančič se je rodil pred sto leti;Ta stara knjiga je bila natisnjena pred sto leti.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;Župančič se je rodil pred sto leti;Pred sto leti so v našem mestu odprli novo železniško linijo.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;Župančič se je rodil pred sto leti;Na razstavi so prikazali fotografije, ki so nastale pred sto leti.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;Župančič se je rodil pred sto leti;Pred sto leti je bila ta vas šele majhna vasica.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;pred petimi minutami sem ga srečal;Pred petimi minutami sem opazil, da se je luč izklopila.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;pred petimi minutami sem ga srečal;Rada sem mu rekla, da je prišel pred petimi minutami.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;pred petimi minutami sem ga srečal;Pred petimi minutami je dež prenehal, zato smo šli naprej.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;pred petimi minutami sem ga srečal;Kmet je včeraj v polnoč pred petimi minutami zaslišal nenavaden šum.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;pred petimi minutami sem ga srečal;Pred petimi minutami je telefon zazvonil, a nihče ni odgovoril.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;ravno pred pol ure je odšel;Ravno pred pol ure sem opazil, da se je avtobus odpravil.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;ravno pred pol ure je odšel;Učiteljica je zaklenila vrata ravno pred pol ure.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;ravno pred pol ure je odšel;Ravno pred pol ure je v parku začela igrati glasba.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;ravno pred pol ure je odšel;Moja sestra je končala svojo predstavitev ravno pred pol ure.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;ravno pred pol ure je odšel;Ravno pred pol ure je prišla nova pošta z obvestili.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;do pred tremi dnevi se še ni vedelo;Do pred tremi dnevi se še ni vedelo, kako se bo vlada odločila.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;do pred tremi dnevi se še ni vedelo;Do pred tremi dnevi se v mestu še ni razglasila nova politika.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;do pred tremi dnevi se še ni vedelo;Do pred tremi dnevi se še ni vedelo, ali bom sprejet na univerzo.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;do pred tremi dnevi se še ni vedelo;Do pred tremi dnevi se v muzeju še ni prikazala razstava.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;do pred tremi dnevi se še ni vedelo;Do pred tremi dnevi je bilo še nejasno, kdaj bo potovanje.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;predpis je veljal do pred kratkim;Ta prometni predpis je veljal do pred kratkim, ko je bil spremenjen.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;predpis je veljal do pred kratkim;Zakon je bil v veljavi do pred kratkim, potem pa je bil ukinjen.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;predpis je veljal do pred kratkim;Predpis o varstvu podatkov je veljal do pred kratkim, ko je EU uvedla nov okvir.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;predpis je veljal do pred kratkim;Stroškovni predpis je bil aktualen do pred kratkim, preden je prišel nov proračun.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;predpis je veljal do pred kratkim;Pravila o hrani so bila v veljavi do pred kratkim, nato so jih posodobili.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;zdaj je obrtnik, pred tem pa je bil trgovec;Moj stric je zdaj učitelj, pred tem pa je bil trgovec.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;zdaj je obrtnik, pred tem pa je bil trgovec;Zdaj je zdravnik, pred tem pa je delal kot trgovec.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;zdaj je obrtnik, pred tem pa je bil trgovec;Zdaj je umetnik, pred tem pa je bil trgovec v mestu.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;zdaj je obrtnik, pred tem pa je bil trgovec;Po deset letih je postal vodja, pred tem pa je bil trgovec.
pred;2344;za izražanje časa, ki je minil med preteklim dogodkom in časom poročanja:;zdaj je obrtnik, pred tem pa je bil trgovec;Danes je vodja projektov, pred tem pa je bil trgovec.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pred dvema letoma ne bo narejeno;Projekt, ki je bil načrtovan, pred dvema letoma ne bo narejen, ker so se pojavile nepričakovane finančne težave.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pred dvema letoma ne bo narejeno;Čeprav smo imeli vse potrebne materiale, pred dvema letoma ne bo opravljenega dela, ker je ekipa odšla na dopust.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pred dvema letoma ne bo narejeno;Strokovnjaki so napovedali, da pred dvema letoma ne bo izvedenega eksperimenta zaradi pomanjkanja opreme.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pred dvema letoma ne bo narejeno;Načrtovani most bo, žal, pred dvema letoma ne bo zgrajen, saj se je spremenila prednostni seznam projektov.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pred dvema letoma ne bo narejeno;Kljub zagonu in motivaciji pred dvema letoma ne bo dokončanega gradbenega projekta, ker je prišlo do zakasnitve pri dobavi materiala.
